SMILES,SA,logp,score
O=C(NCCc1ccc(-c2ccccc2)cc1)c1cnc2cc(-c3ccccc3)[nH]n2c1=O,2.308064677,4.3291,2.021035323
O=C(CSc1nncs1)N[C@H]1CCCc2ccccc21,2.753334642,2.824,0.070665358
C[C@@H]1C[C@@H]1NC(=O)CCCOc1ccc(F)cc1F,2.696044349,2.6484,-0.047644349
O=C1OCc2ccc(NS(=O)(=O)c3cccc4cccnc34)cc21,2.26739869,2.706,0.43860131
CN(CCS(C)(=O)=O)[C@H]1CCCCC[C@@H]1C#N,3.415229791,1.43528,-1.979949791
Cc1ccc(C(=O)N[C@H](C)c2ccco2)c(N)c1,2.458036651,2.66122,0.203183349
COC(=O)N1CCC[C@H](NC(=O)NCCC[NH2+]C2CCCCC2)C1,3.668221494,0.8026,-2.865621494
CCc1ncc(C[NH+](C)Cc2cc(Cl)cn2C)s1,4.445150805,1.9123,-2.532850805
C[NH+](C)CCN(Cc1ccc(F)cc1)C(=O)[C@@H]1C[C@H]1c1ccc(F)cc1,3.597254493,2.2416,-1.355654493
C/C=C(\C)C(=O)Nc1sc2c(c1C(=O)OCC)CCC2,2.423892299,3.3182,0.894307701
CC(C)Oc1ccc(NC(=O)N2CCC(OC[C@@H]3CCCO3)CC2)cc1,2.667671637,3.6657,0.998028363
O=C(Cl)c1ccc([N+](=O)[O-])cc1,1.832270408,1.9738,0.141529592
Cn1ncc2c1CCC[C@H]2NC(=O)NCC(C)(C)NC(=O)OC(C)(C)C,3.19530267,2.4,-0.79530267
C[NH+](CC(=O)NCC(F)(F)F)[C@H]1c2cc(Cl)cc(Cl)c2C[C@@H]1O,4.538648563,1.1447,-3.393948563
C=CCC[C@H](C)OC(=O)[C@@H]1CNC(=O)C1,3.599938533,1.0204,-2.579538533
O=C([O-])[C@H]1[C@@H]2CC[C@@H](O2)[C@@H]1C(=O)Nc1ccc(F)c(F)c1,4.430930457,0.4468,-3.984130457
CNc1cc(C2CC2)nc(-c2ncc[nH]2)n1,2.846468877,1.7858,-1.060668877
CC[C@H](C)Oc1cccc(NC=C2C(=O)OC(C)(C)OC2=O)c1,3.039295591,2.9958,-0.043495591
Cc1ncc(C(=O)N(C)CC2CCCC2)c(Br)c1Cl,2.61195279,4.06812,1.45616721
Cc1nn([C@@H](C)C(=O)[O-])c(=O)c2cc3cc(F)ccc3n12,3.436710254,0.40762,-3.029090254
CC(C)(C)OC(=O)Nc1ccc(SCC(=O)[O-])cc1,2.417011839,1.8756,-0.541411839
CC(=O)Nc1cccc(NC(=O)c2cnn(-c3ccc(Cl)cc3Cl)c2)c1,2.063403146,4.3898,2.326396854
O=C(CCCc1c(-c2ccc3ccccc3n2)[nH]c2ccc(F)cc12)NCc1cccnc1,2.375165708,5.5563,3.181134292
N#CCNC(=O)COc1ccc(C[NH2+]C2CC2)nc1,3.442013046,-0.67402,-4.116033046
N=C1NC(=O)/C(=C\c2ccc(-c3cccc(C(F)(F)F)c3)o2)S1,2.782545302,4.10407,1.321524698
COc1ccc([C@@](O)(C(=O)NNc2ccc(C)cc2)c2cccs2)cc1,2.748932768,3.44432,0.695387232
CC(C)[C@H]1CCC[C@H]([C@@H](C)O)CC1,3.135595782,3.2197,0.084104218
CCN(Cc1ccccc1)C(=O)Cn1nc2c(SC3CCCCC3)nccn2c1=O,2.662643264,3.3645,0.701856736
Cc1ccc(-n2ccnc2SCCNS(=O)(=O)c2ccccc2)cc1C,2.188368991,3.55974,1.371371009
Cc1cc(OCCO[C@H]2CCCCO2)n2nc(C3CCOCC3)cc2n1,3.40931278,2.85372,-0.55559278
CCOc1ccc(NS(=O)(=O)c2ccc(CNC(C)=O)cc2)cc1,1.742195835,2.5222,0.780004165
CN(Cc1nc(COc2ccc(F)cc2)no1)c1ccccc1,2.072385468,3.4241,1.351714532
Cc1ccc(S(=O)(=O)c2nc(-c3ccc(F)cc3)oc2N2CCCC2)cc1,2.210522166,4.22212,2.011597834
C[C@H]1C[C@@H]1C(=O)N1CCN(CC(=O)NC(N)=O)CC1,2.839422265,-1.0185,-3.857922265
Cc1ccc(CNC(=O)[C@@H](C)Nc2ccc(N3CCOCC3)cc2C)cc1,2.468123738,3.25684,0.788716262
Cc1sc2nc(NCCO)[nH]c(=O)c2c1C,2.572647776,1.00564,-1.567007776
Cc1ccc(N2C[C@H](c3nc4ccccc4n3CC(=O)N(Cc3ccccc3)C(C)C)CC2=O)cc1C,2.898231005,5.61084,2.712608995
Cc1ccc(NC(=O)c2ccc(Cl)cc2F)cc1S(=O)(=O)N(C)C,1.950800833,3.29012,1.339319167
Cc1ccc2c(CC(=O)N[C@H](CO)c3ccccc3F)coc2c1,2.695673431,3.27262,0.576946569
C[C@@H](CCl)CS(=O)(=O)N1CCc2ccccc21,2.89585345,2.2538,-0.64205345
C[C@@H](OC(=O)c1ccc(F)cc1OC(F)F)c1ccccn1,2.735651397,3.7401,1.004448603
CC(=O)N(c1ccc(C)c(C)c1)c1nc(C[NH+]2CC[C@H](C)[C@H](O)C2)cs1,4.509599093,2.23014,-2.279459093
C[C@H](SCCC(=O)Nc1ccccc1Cl)c1nc2scc(-c3ccco3)c2c(=O)[nH]1,3.092017533,5.721,2.628982467
CCOc1cc(C(=O)N2CC[NH+]3CCC[C@H]3C2)ccc1OC(F)F,4.14619255,1.1898,-2.95639255
O=C(Nc1ccc(F)cc1)C(=O)N[C@@H](c1ccccc1)c1ccccn1,2.416351022,3.065,0.648648978
CSCc1cccc(C(=O)NCc2c[nH]nc2C)c1,2.597846379,2.51112,-0.086726379
O=C([O-])[C@H]1CN(C(=O)N[C@H]2CCOC2)c2ccccc2O1,3.555419204,-0.4976,-4.053019204
COc1ccccc1/C=N\NC(=O)[C@@H]1C=C(C(C)(C)C)N=N1,3.496352279,2.9097,-0.586652279
O=C(Nc1ccc(=O)n(Cc2ccccc2Cl)c1)[C@H]1C[C@@H]2C=C[C@H]1C2,4.001100269,3.7007,-0.300400269
CN(CCCS(C)(=O)=O)C(=O)[C@@H]1C[C@@H]1c1ccccc1F,3.051264953,1.8223,-1.228964953
C[C@H](Cc1ccc(Cl)cc1)N(C)C(=O)c1c[nH]c2nccc(Cl)c12,2.926321179,4.5729,1.646578821
COc1ccc(O)c(-c2nc([C@H]3CSCCO3)no2)c1,3.31238067,2.2553,-1.05708067
O=C(NCc1cc[nH+]c(N2CCCCC2)c1)[C@@H]1CCC[C@@H](C(F)(F)F)C1,3.97033106,3.4759,-0.49443106
COC[C@@H](O)CN(C)C(=O)c1ncoc1-c1ccc(C)cc1,2.898404991,1.72932,-1.169084991
C[C@H](CC(=O)N(C)c1ccccc1)[NH2+]C1CCC(NS(C)(=O)=O)CC1,3.692890762,0.8518,-2.841090762
CCN(C(=O)NCCC(C)C)[C@@H](C)c1ccc(F)cc1,2.541959892,3.9643,1.422340108
O=C(c1nnc2n1CCCC2)N1CC[C@]2(CCCN(CC3CC3)C2=O)C1,3.752875016,1.4791,-2.273775016
C[C@H]1CCCN(S(=O)(=O)NCCC2CCCCC2)C1,2.70989304,2.5231,-0.18679304
CCc1nn(C)c(OC)c1CNC(=O)[C@H]1C[C@H]1c1ccc(C)s1,3.543252135,2.78092,-0.762332135
CS(=O)(=O)N1CCN(C[C@H]2CCOC2)CC1,2.697494623,-0.3999,-3.097394623
CC(C)n1ncnc1C[C@H](N)C(C)(C)[NH+]1CCCCC1,4.524863622,0.5762,-3.948663622
CC[NH+]1CCC2=c3ccccc3=[NH+][C@H]2[C@@H]1c1c([O-])[nH]c(=O)[nH]c1=O,5.770811344,-4.5803,-10.35111134
O=C(Nc1cccc(C#CCCO)c1)N[C@@H]1CCOC1,2.827115949,1.3309,-1.496215949
CCC(CC)NC(=O)[C@@H](C)N1CCO[C@H](C(N)=S)C1,3.460783351,0.6666,-2.794183351
COc1ccc(C2=C[C@@H](C(=O)NCc3ccccc3OC)N=N2)cc1,2.950736999,3.1955,0.244763001
CC(C)C[C@H]([NH2+]C[C@@](C)(O)C#Cc1ccccc1)C(=O)[O-],4.414477099,-0.4829,-4.897377099
O=[N+]([O-])c1cc(S(=O)(=O)N2CCCCCC2)ccc1N[C@H]1CC[NH+](C2CC2)C1,4.008123245,1.391,-2.617123245
CC1CCC(NC(=O)Nc2ccc(C(N)=O)cc2)CC1,1.832300136,2.4857,0.653399864
CCOc1ccccc1CNC(=O)[C@H]1CCN(c2ccc(F)cc2)C1=O,2.512532145,2.8937,0.381167855
Cc1ccc(S(=O)(=O)Cc2noc([C@@H]3C[C@@H](O)C[NH+]3Cc3ccc(F)cc3)n2)cc1,4.252721985,1.38182,-2.870901985
CCNS(=O)(=O)[C@@H]1CCN(C(=O)[C@H]2C[C@@H]2c2ccco2)C1,3.72101456,0.9233,-2.79771456
O=C(CCc1nc(-c2cc(Br)cs2)no1)Nc1nc[nH]n1,3.130051439,2.25,-0.880051439
CS(=O)(=O)c1ccc(NC(=O)c2cccc3ccccc23)cc1,1.630107584,3.4956,1.865492416
Cc1cc(CN2CCN(C(=O)[C@H]3CCC[NH+]3C)CC2)c(C)n1C1CC1,4.152460226,0.76114,-3.391320226
CCOC(=O)Nc1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1,1.97533336,3.3965,1.42116664
Nc1ccsc1C(=O)N1CCC[NH+](Cc2ccccc2F)CC1,3.877490396,1.4004,-2.477090396
Cc1cc([N+](=O)[O-])ccc1NC(=O)C(=O)NCC(C)(C)[C@H](O)c1ccccc1,2.834174988,2.71772,-0.116454988
C[C@@H]1C[C@@H]1c1ccc(CN(C)C(=O)COc2ccc(N3CCCC3=O)cc2)o1,3.08006638,3.5672,0.48713362
O=C(CCCC1CCCCC1)N1CCN(S(=O)(=O)c2cccc3nsnc23)CC1,2.464152284,3.2748,0.810647716
C[C@@]12CCCC[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H]1CC[C@]2(O)C[NH2+]CCO,4.864557415,2.706,-2.158557415
CC1(C)CN(C(=O)c2cn(Cc3ccccc3)nn2)c2ccccc2S1,2.54687872,3.8575,1.31062128
c1ccc(CN(C[C@@H]2CCCO2)c2ncnc3sccc23)cc1,2.853699031,3.8769,1.023200969
CC[C@H](C)OCC(=O)N[C@H](c1ccc(Cl)cc1)c1noc(C)n1,3.252958866,3.05212,-0.200838866
CC[C@H](C[NH3+])C(=O)N1C[C@@H]2CCC[NH+]2C[C@@H]1C,5.953254509,-1.4675,-7.420754509
CCN(CC)C(=O)CSc1nc2ccc(C)cc2cc1C,2.243047334,3.81214,1.569092666
COc1ccc(F)c(NC(=O)CCn2c(=O)oc3ccccc32)c1,2.001599546,2.771,0.769400454
Cc1ccccc1OCC(=O)N/N=C\c1ccccn1,1.979408103,1.91912,-0.060288103
CCn1c(=O)n(CC)c2cc(S(=O)(=O)Nc3ccc(F)c(F)c3)ccc21,2.241038374,2.9218,0.680761626
CCOc1nnc(CS[C@@H](C)[C@H](C)O)s1,3.86562934,1.9393,-1.92632934
C[C@@H]1C(=O)[C@H](C)[C@@H](c2ccccc2)[NH2+][C@H]1c1ccccc1,4.054176703,2.8873,-1.166876703
Cn1cc(-c2cccc(C[NH+]3CC[C@@](O)(C(F)(F)F)C3)c2)cn1,4.375434106,1.1691,-3.206334106
CC(C)c1cccc(N2C[C@H](C(=O)NCCCN3C(=O)NC4(CCCC4)C3=O)CC2=O)c1,3.379175577,2.5338,-0.845375577
C[C@]12CC[C@H]3c4ccc(O)cc4CC[C@H]3[C@H]1CC[C@H]2O,3.585348701,3.6092,0.023851299
CCOc1cc(C[NH+]2CCC(C)(C)C2)ccc1OCC(=O)N1CCCCC1,3.622583678,2.2914,-1.331183678
CC(C)COC(=O)Nc1cccc(NC(=O)c2ccc(-c3cnco3)cc2)c1,2.174626391,4.7984,2.623773609
Cc1ccc(NC(=O)[C@H](C)[NH+]2CCC(C(=O)N(C)C)CC2)cc1[N+](=O)[O-],3.840747066,0.61332,-3.227427066
Cn1cc(CCC(=O)NC2CCCCC2)c(-c2ccccc2)n1,2.070926455,3.4686,1.397673545
CC[NH+]1CCc2[nH]cnc2C12CCN(C(=O)c1cnn3ccccc13)CC2,4.673432201,0.6498,-4.023632201
O=C(NCCCn1cc[nH+]c1)c1cc2ccccc2c2cccnc12,3.020779511,2.8237,-0.197079511
CCOC(=O)Nc1ccc(NC(=O)N[C@H](C)c2ncc(C)s2)cc1,2.660030708,3.90262,1.242589292
Cc1nnc(SCC(=O)N2[C@@H](C)CCC[C@@H]2C)n1N,3.22171358,1.18192,-2.03979358
CC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2-n2cnnc2)CC1,2.499756814,0.844,-1.655756814
CSC(C)(C)CNC(=O)C=C(C)C,3.101660729,2.2104,-0.891260729
CC(/C=N\Nc1nc(=O)c(C)n[nH]1)=C\c1ccccc1,2.646714986,1.97452,-0.672194986
CSc1cccc(NC(=O)Cn2nnc(C(=O)Nc3cc(C)ccc3C)c2C)c1,2.232594836,3.81626,1.583665164
CC[NH+](C)C[C@H]1CCN(C(=O)c2cccc(NC(C)C)c2)C1,3.747075864,1.5036,-2.243475864
CCCC(C)(C)NC(=O)Nc1ccccc1S(=O)(=O)C(C)C,2.338606116,3.5689,1.230293884
O=C(c1cc(-c2cccs2)n[nH]1)N1CC[C@H]2CCCC[C@H]21,3.168228633,3.5429,0.374671367
CCOc1ccc([C@@H]([NH3+])Cc2ccccc2)c(Br)c1,2.908531502,3.3735,0.464968498
C[C@@H]1C[C@H](NC(=O)N[C@@H]2CCC[C@@H]2C(N)=O)CC[NH+]1Cc1ccccc1,4.532266356,0.5756,-3.956666356
CCc1nnsc1C(=O)Nc1ccc(C[NH+]2CCCC[C@@H]2C)cc1,4.093866247,2.3101,-1.783766247
C[C@H]1CCC[C@@H](C)N1C(=O)COc1ccccc1OCC(F)(F)F,2.921900695,3.796,0.874099305
Nc1nn(-c2cc(Cl)ccc2Cl)nc1C(=O)[O-],3.04068598,0.5198,-2.52088598
C[C@H]1CCCC[C@H]1N(C)C(=O)Cn1c(-c2cccnc2)noc1=O,3.306708387,1.9354,-1.371308387
Cc1nnc(NCCCc2ccc(N(C)C)cc2)s1,2.105269456,2.95722,0.851950544
CCOC(=O)CC(OC)OC,2.37268893,0.5585,-1.81418893
CCOc1ccc(NC(=O)c2cccc(OC)c2O)c(C)c1,1.771225249,3.36022,1.588994751
O=C(Nc1ccsc1-c1nnc(C2CC2)o1)c1ccc(Cl)cc1,2.287956556,4.5812,2.293243444
Fc1ccc(C[N+]23CCN(CC2)CC3)cc1Br,3.710391459,2.2342,-1.476191459
O=C1CCC(=O)N1CCSc1ncc(-c2ccc(F)cc2)[nH]1,2.434028852,2.4569,0.022871148
CCCCS(=O)(=O)c1nc2nc(C)c(Br)c(C)c2s1,3.101497812,3.64444,0.542942188
COc1ccc([C@H]2C[C@@H](C)N(C(=O)[C@@H]3CCCN3C(=O)C(C)C)C2)cc1,3.218427939,3.0466,-0.171827939
Cc1ccc(C)c(NC(=O)CN2C(=O)CC3(CCCCC3)C2=O)c1,2.661983636,2.95134,0.289356364
CCN(CC)S(=O)(=O)c1cccc(C(=O)NN=C2CCCCC2)c1,2.282791013,2.767,0.484208987
CCCNC(=O)C1CN(C(=O)c2cccs2)C1,2.0254692,1.3463,-0.6791692
O[C@@H](C[NH2+]C[C@@H]1CNc2ccnn2C1)c1ccc(F)c(F)c1,4.582831908,0.5,-4.082831908
Fc1ccccc1CNc1ccc(-n2cncn2)cc1,1.925764818,3.0185,1.092735182
CCOC(=O)COc1cccc(NC(C)C)c1,1.823660035,2.4488,0.625139965
O=C(NC[C@@H](O)c1ccccc1F)N[C@H]1C[C@@H]2CCCc3cccc1c32,3.425127324,3.7232,0.298072676
CS(=O)(=O)c1ccc(C(=O)Nc2n[nH]c3ccc([N+](=O)[O-])cc23)cc1,2.191556922,2.1269,-0.064656922
Cc1ccc(NC(=O)N[C@H](C)c2nc(Cc3ccccc3)no2)c(F)c1,2.597860003,3.99062,1.392759997
O=C(CCn1cnc2ccccc21)N1CC[NH+]2CCCC[C@H]2C1,4.175703592,0.706,-3.469703592
CCN(C(=O)CNC(=O)NC1CCCCC1)c1cc(C)ccc1C,2.202749911,3.28824,1.085490089
COc1ccc(CCNC(C)=O)cc1S(=O)(=O)N1C[C@H]2CCCC[C@H]2C1,2.979232365,2.1845,-0.794732365
COC(=O)[C@@H](CC(C)C)NC(=O)c1ccc(OC)cc1,2.118106046,2.0127,-0.105406046
CNC(=O)[C@H](C)CN(C)C(=O)Nc1ccc(F)cc1OC(F)F,2.907194168,2.2729,-0.634294168
C[C@H](O)[C@@H](C)N1CCN(C2C[NH2+]C2)CC1,4.334993693,-1.6811,-6.016093693
Cc1cccc(CCN2CC(=O)CC2=O)c1,2.251862322,1.33892,-0.912942322
COC(=O)c1occc1CSc1nnc2sc3ccccc3n12,2.577381564,3.6159,1.038518436
O=[N+]([O-])c1ccc(CN2CCc3c(F)ccc(F)c3C2)o1,2.582716632,3.0243,0.441583368
CN1C(=O)/C(=N\Nc2ccc(Cl)cc2Cl)c2ccccc21,2.124901769,3.786,1.661098231
CC(C)Oc1ccc(C(=O)N2CCOc3ccccc3C2)cn1,2.169469144,2.9036,0.734130856
CN(C)C(=O)c1ccc(CN(C)[C@@H]2CCCN(c3ccccc3)C2)[nH]1,2.950382043,2.8173,-0.133082043
CC(=O)N[C@@H](CC(=O)Nc1ccc(C)c(C(N)=O)c1)c1ccc(C)cc1,2.420108725,2.60834,0.188231275
Cc1ccc(C[NH2+]C(C)(C)CO)c(C)c1,3.338355426,1.13774,-2.200615426
CC[C@@H](C)N(C)c1ccccc1CO,2.587399446,2.4136,-0.173799446
Cc1cccc(N2N=C(C(=O)NCc3ccco3)CCC2=O)c1,2.313846766,2.38722,0.073373234
O=C(Nc1ccccc1)NC1CC[NH+](C[C@H](O)c2ccc(F)c(F)c2)CC1,3.582534128,1.8672,-1.715334128
COC(=O)c1cccc(NC(=O)C[C@H]2C[NH2+]CCO2)c1C,3.510570159,0.07242,-3.438150159
CNC(=O)c1cccc(-c2noc(C3CN(C(=O)Nc4cccc(C(F)(F)F)c4)C3)n2)c1,2.392309193,3.7463,1.353990807
COC(=O)c1cc(CNC(=O)[C@@H]2CC(=O)N(C(C)C)C2)oc1C,2.851578576,1.24772,-1.603858576
COC(=O)c1ccc([C@@H]2C3=C(CC(C)(C)CC3=O)Nc3nc(SC(C)C)[nH]c(=O)c32)cc1,3.397406597,4.2576,0.860193403
COC(=O)NCCC(=O)Nc1nc2ccc(Cl)cc2s1,2.016078158,2.6343,0.618221842
CCN(C(=O)C[NH+](C(C)C)[C@H]1CCCC[C@@H]1O)c1ccccc1C,4.214180205,1.94472,-2.269460205
COc1cccc(-c2cc(CNC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)no2)c1,2.158710791,3.0647,0.905989209
O=C(Cc1ccccc1Br)C1([NH+]2CCCCC2)CCCC1,3.74416014,2.9423,-0.80186014
COCC[C@]1(O)CCN(C(=O)c2cnn(C)c2)C[C@H]1C,3.460429701,0.6697,-2.790729701
COc1ccc(Cc2ncc(C(=O)[O-])c(C)n2)cn1,2.77584488,0.14292,-2.63292488
CCCc1ncc(C(=O)N(C)[C@@H](C)CSCC)s1,3.419051621,3.3092,-0.109851621
CSc1cccc(NC(=O)c2cc(S(=O)(=O)NC3CC3)c(Cl)cc2Cl)c1,2.211345199,4.4083,2.196954801
C[C@@]([NH3+])(C(=O)[O-])c1ccc(S(=O)(=O)[O-])cc1,4.212812897,-2.2023,-6.415112897
Cc1nn(C)c2ncc(NC(=O)c3cc(-c4cccs4)nc4ccccc34)cc12,2.32124679,4.80572,2.48447321
C[C@@H](NC(=O)N[C@H]1CC=CCC1)[C@H](O)c1ccc(Cl)cc1,3.327044547,3.1698,-0.157244547
Cc1nn(C)cc1-c1cc(C(=O)Nc2ccc(OCc3ccccc3F)cc2)n[nH]1,2.367760974,4.08902,1.721259026
N#Cc1c(N)nc2c(c1N)[C@H](C(C#N)C#N)c1ccccc1O2,3.777368084,2.01864,-1.758728084
COC(=O)[C@]1([NH2+]C(C)C)CCC[C@@H](Sc2nncn2C)C1,4.539205941,0.7334,-3.805805941
C[C@H]1C[C@H]1C(=O)Nc1cc(Cl)ccc1N(C)C,2.738163704,3.0005,0.262336296
CCOc1cc(C)ccc1NC(=O)c1ccc2c(c1)NC(=O)CS2,2.170430994,3.69022,1.519789006
CCCOC(=O)C1C(C)=NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccccc1OCC,3.286221274,4.856,1.569778726
O=S(=O)(c1cccc(Br)c1)N1CCN(C[C@H](O)c2ccccc2F)CC1,2.554442571,2.6281,0.073657429
CCCCCn1c(SCC(=O)[O-])nc2ccccc2c1=O,2.364573999,1.4287,-0.935873999
CC(C)(C)OC(=O)N1CC[C@@H](n2c(CCl)nc3cccnc32)C1,2.923997171,3.352,0.428002829
CCOC(=O)Cc1cccc(O)c1,1.680735904,1.4978,-0.182935904
CC[C@H](NC(=O)N1CC[C@@H]2CCCC[C@@H]21)c1c(C)nn(C)c1C,3.510646155,3.46214,-0.048506155
CCN(CC)C(=O)Cn1cc(S(=O)(=O)Cc2ccccc2Cl)c2ccccc21,2.304135947,4.137,1.832864053
CCN(CC[NH2+]C(C)C)C[C@@H]1CN(C)CCO1,4.091660324,-0.3893,-4.480960324
CCC(C)(C)NC(=O)[C@H](c1ccccc1F)N(C)C,2.67595663,2.7332,0.05724337
CNC(=O)[C@H]1CCCC[C@@H]1[NH2+][C@@H](C)c1ccc(F)cn1,4.331198586,1.1499,-3.181298586
Cc1ccccc1CC(=O)NC[C@@H]1CN(Cc2ccccc2)CCO1,2.367825329,2.55472,0.186894671
C[C@H](NC(=O)N(CCC(F)(F)F)C1CCC1)c1nnc2ccccn12,3.118140929,3.3068,0.188659071
Cc1ccccc1C[C@@H](C)NC(=O)CN(C)CC#N,2.686116511,1.4976,-1.188516511
C#Cc1cc(F)c(NC(=O)c2cc(S(N)(=O)=O)c(C)o2)c(F)c1,2.714750113,1.74722,-0.967530113
Cc1nn(C)c(C)c1[C@H](C)[NH2+]CC1(CC(C)C)CC1,4.138157553,2.48764,-1.650517553
O=C([O-])c1cccc(N2C(=O)C[C@H](N3CCOCC3)C2=O)c1,3.079241068,-0.9858,-4.065041068
CCNC(=O)NNC(=O)[C@H]1CC(=O)N(c2cccc(Br)c2)C1,2.681617349,1.1523,-1.529317349
CCO[C@@H]1C[C@@H]([NH+](C)Cc2cn(C)c(=O)n(C)c2=O)C12CCCCC2,5.013477506,0.2266,-4.786877506
O=C(Cc1ccccc1Cl)N1CC[C@@H](c2ccccc2)C1,2.212640008,3.8986,1.685959992
CCn1ncc([C@H]2C(C#N)=C(N)OC3=C2C(=O)CCC3)c1C,3.36313412,2.0262,-1.33693412
COCCn1c(S[C@H]2CCCCC2=O)nc2ccc(Br)cc2c1=O,2.898873884,3.4092,0.510326116
O=C(COc1cccc2c1NC(=O)CO2)Nc1ccccc1Cl,2.136584528,2.6884,0.551815472
CCOC(=O)N1CCC(NC(=O)Cc2ccc(-n3c(=O)[nH]c4ccccc4c3=O)cc2)CC1,2.280738918,1.9586,-0.322138918
O=C(NC[C@@H](O)c1ccc(F)cc1)C1CCN(C(=O)N2CCCC2)CC1,2.554113641,1.9031,-0.651013641
Cc1ccc([N+](=O)[O-])cc1NC(=O)C(=O)N1CC[C@H]([NH+]2CCCC2)C1,3.994428373,0.12132,-3.873108373
CC(C)N(C(=O)COc1ncc(Cl)cn1)c1ccccc1Cl,2.457933193,3.6038,1.145866807
COc1ccc(NS(=O)(=O)c2c(C(=O)N3CCC(C)CC3)c(C)n(C)c2C)cc1,2.315706596,3.32344,1.007733404
Cc1cc(C(=O)N2CCC[C@@H]2C(=O)NC[C@@H](O)c2cccc(C(F)(F)F)c2)ccc1[N+](=O)[O-],3.097918167,3.37642,0.278501833
C[C@@H](NC(=O)c1cccc(SCC#N)c1)[C@@H](C)N1CCOCC1,3.259386244,2.14128,-1.118106244
CO[C@](C#N)(c1ccccc1)C(F)(F)F,3.202199267,2.61418,-0.588019267
COc1ccc(S(=O)(=O)N2CCC[C@H](C(=O)N3CCC[C@H](C(=O)[O-])C3)C2)cc1,3.140031057,0.0844,-3.055631057
COc1ccc2c(c1)OC[C@@H](CNC(=O)Cc1csc(C(C)=O)c1)C2,2.952199594,2.8693,-0.082899594
CC[C@@H]1CCC[C@H](OCc2cc(Cl)ccn2)C1,3.075418146,4.2204,1.144981854
CC(=O)c1cccc(NC(=O)CSc2nc3cc(C)[nH]c3c(=O)n2C(C)C)c1,2.458679473,3.54732,1.088640527
CC[C@H]1C[C@]1(O)c1cc(C)c(Br)s1,4.333333355,3.43652,-0.896813355
COc1cc(OC)c(NC(=O)[C@H](C)Sc2nnc(-c3cccnc3)o2)cc1Cl,2.746943527,3.9215,1.174556473
NC(=O)CN1C(=O)[C@@]2(SCC(=O)N2c2cccc(F)c2)c2ccccc21,3.419690426,1.5904,-1.829290426
Cc1cccc(NC(=O)CSc2nnc(-c3cccc(Br)c3)o2)c1,2.017860898,4.53832,2.520459102
COCCCN(C(=O)[C@H]1CC=CCC1)[C@@H]1CCS(=O)(=O)C1,3.424031329,1.3949,-2.029131329
CC1CCN(c2nc3c(c(=O)[nH]2)C[NH+](Cc2c(F)cccc2F)CC3)CC1,4.046069193,1.4256,-2.620469193
O=CN[C@@H](NC(=S)Nc1cccc2ccccc12)C(Cl)(Cl)Cl,2.972647613,3.5685,0.595852387
